country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
USA,United States of America,Central Utility Plant - Texas A&M,USA0058151,50.1,30.6178,-96.3433,Gas,Oil,,,2005.610778,Texas A&M  Utilities & Energy Services,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,234.11823,219.34707,209.38517,241.5591,184.2903,
USA,United States of America,Central Utility Plant Cincinnati,USA0057908,47.2,39.1345,-84.5094,Gas,Oil,,,2004,University of Cincinnati,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49944,2017,0,0,85.15002,172.185863,203.33465,
USA,United States of America,Central Utility Plant at White Oak,USA0058207,54.3,39.0394,-76.9825,Gas,Oil,,,2010.320442,GSA Metropolitan Service Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,74.89552,0,161.320421,102.15174,105.93839,
USA,United States of America,Central Valley Ag Power,USA0058978,1.5,37.7197,-120.8986,Biomass,,,,2014,Central Valley Ag Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.185,0.13,0.13,396.3175992
USA,United States of America,Century,USA0056252,200,42.5644,-93.6369,Wind,,,,2005.75,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,53859,2017,565.559,589.084,510.234,436.707,408.278,
USA,United States of America,Century Drive Solar Farm,USA0061187,1,35.8378,-78.6689,Solar,,,,2014,J.T. Hobby and Son  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,1.222,0.445927668
USA,United States of America,Century Generating Facility,USA0055934,44.8,34.0606,-117.3533,Gas,,,,2001,Colton Power LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.867,1.02,1.572,1.06,1.515,
USA,United States of America,CenturyLink Regional HQ,USA0054882,2,36.0205,-78.516,Oil,,,,1993,CenturyLink Regional HQ,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0.027,0,0,0,
USA,United States of America,Ceredo Generating Station,USA0055276,519,38.3681,-82.5339,Gas,,,,2001,Appalachian Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46305,2017,40.94,164.268,102.916,110.627,155.774,
USA,United States of America,Chace Mill Winooski One,USA0054355,7.5,44.49,-73.1875,Hydro,,,,1993,City of Burlington Electric - (VT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37150,2017,32.233,6.208,26.825,25.359,31.875,
USA,United States of America,Chadbourn Farm,USA0058311,5,34.3247,-78.7649,Solar,,,,2013,Chadbourn Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.87,9.726,9.585,9.426,9.758,
USA,United States of America,Chaffee Gas Recovery,USA0056526,6.4,42.5831,-78.4864,Waste,,,,2007.5,WM Renewable Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63161,2017,50.616,47.803,51.682,53.835,50.725,
USA,United States of America,Chalk Cliff Limited,USA0050003,46,35.0968,-119.4299,Gas,,,,1990,WCAC Operating Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18350,2017,147.677,148.676,61.324,3.411,20.877,
USA,United States of America,Chalk Hill,USA0001776,7.8,45.5136,-87.8011,Hydro,,,,1927,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37179,2017,26.777,37.223,33.496,38.401,40.041,
USA,United States of America,Chalk Point LLC,USA0001571,2553,38.5444,-76.6861,Gas,Coal,Oil,,1976.606737,NRG Chalk Point LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30495,2017,2988.368979,2973.630957,2104.244977,2789.131903,818.103002,
USA,United States of America,Chalmette Refining LLC,USA0050626,5.7,29.9383,-89.97,Other,,,,1990,Chalmette Refining LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,16.13,14.28907,17.312,13.98449,15.66841,
USA,United States of America,Chamberlain Wind Project,USA0007974,2.6,43.8485,-99.2476,Wind,,,,2001,Basin Electric Power Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.743,3.99,2.895,5.157,3.286,
USA,United States of America,Chambers Cogeneration LP,USA0010566,285,39.6935,-75.4858,Coal,Oil,,,1994,US Operating Services Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,879.706999,918.744001,710.119002,686.386003,636.161996,
USA,United States of America,Chambersburg,USA0055654,87.6,39.8669,-77.6858,Gas,Oil,,,2001,Chambersburg Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,165.157,
USA,United States of America,Chamon Power LLC,USA0060460,100,29.8832,-95.1113,Gas,,,,2017,Peaker Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,5.64,704.5469189
USA,United States of America,Champepaden Wind Power,USA0055980,2,43.8997,-95.9506,Wind,,,,2002,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,5.656,6.229,6.058,5.993,5.536,
USA,United States of America,Champion Solar,USA0061522,10.8,33.7947,-81.2624,Solar,,,,2018,Champion Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.708,4.816018814
USA,United States of America,Champion Wind Farm LLC,USA0056592,126.5,32.3983,-100.6481,Wind,,,,2008,E ON Climate Renewables N America LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63212,2017,393.195,406.486,349.128,308.25,366.144,
USA,United States of America,Chanarambie Power Partners  LLC,USA0056142,85.5,44.011,-96.0446,Wind,,,,2004,Allete Clean Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47822,2017,222.029,220.214,222.8,232.289,228.713,
USA,United States of America,Chandler,USA0006406,12,46.2668,-119.5898,Hydro,,,,1956,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35624,2017,41.2,44.289,29.108,53.86,55.456,
USA,United States of America,Chandler Hills Wind Farm,USA0056646,2,43.917,-95.954,Wind,,,,1999,EDF Renewable Services Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.926,5.958,5.323,5.182,4.695,
USA,United States of America,Channel Energy Center LLC,USA0055299,923.8,29.7189,-95.2319,Gas,,,,2004.479541,Channel Energy Center LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46114,2017,2385.152962,3047.438995,4705.77398,4274.50802,4292.77903,
USA,United States of America,Channelview Cogeneration Plant,USA0055187,918.3,29.837,-95.1217,Gas,,,,2001.790809,EIF Channelview Cogeneration LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45902,2017,6280.848,6008.305,4534.208,5823.028,5104.662,
USA,United States of America,Chanute 2,USA0001268,64,37.6953,-95.4586,Gas,Oil,,,1999.6875,City of Chanute,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16098,2017,0,0,0,51.035,26.816,
USA,United States of America,Chanute 3,USA0007018,34.8,37.6376,-95.4704,Gas,Oil,,,1987.505747,City of Chanute,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16098,2017,1.574,1.248,0.368,1.485,0.834,
USA,United States of America,Chapman Ranch Wind I,USA0059193,236,27.5925,-97.5008,Wind,,,,2017,Chapman Ranch Wind LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,160.208,41.86818319
USA,United States of America,Chappell,USA0002230,1.1,41.0926,-102.4715,Oil,,,,1982,City of Chappell - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16107,2017,0.021,0.006,0.002,0.002,0.003,
USA,United States of America,Charles City,USA0056683,14.4,37.4389,-77.1286,Waste,Oil,,,2003,Industrial Power Generating Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,25.711,38.321,44.42,49.086,57.298,
USA,United States of America,Charles City Wind Farm,USA0056677,75,43.0003,-92.62,Wind,,,,2008,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58380,2017,233.922,240.82,230.23187,211.333,216.311,
USA,United States of America,Charles D. Lamb Energy Center,USA0058325,122,36.8139,-97.1253,Gas,,,,2015,Oklahoma Municipal Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65733,2017,,,33.281,38.027,46.766,859.5472411
USA,United States of America,Charles E Monty,USA0000805,28.4,44.0995,-70.2209,Hydro,,,,1990,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15890,2017,120.772,152.599,137.998,125.394,134.48,
USA,United States of America,Charles P Keller,USA0002695,33.8,40.6583,-73.6406,Gas,Oil,,,1966.943787,Village of Rockville Centre - (NY),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.434,-0.691,-0.399,0.425,0.313,
USA,United States of America,Charles R Lowman,USA0000056,538,31.488,-87.9107,Coal,,,,1977.773234,PowerSouth Energy Cooperative,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12561,2017,1711.669982,1876.861007,1647.783016,1480.691956,1320.948974,
USA,United States of America,Charlestown Wind Turbine,USA0058065,1.5,42.3914,-71.0708,Wind,,,,2011,MWRA Charlestown,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64911,2017,2.498,2.125,1.778,1.933,2.202,
USA,United States of America,Charlotte Solar,USA0058722,5,35.2619,-81.8217,Solar,,,,2015,Charlotte Solar  LLC (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.053,9.986,9.697,2.22963834
USA,United States of America,Charlotte Solar LLC VT,USA0059719,2,44.322,-73.1976,Solar,,,,2014,Charlotte Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.414,3.174,3.158,2.943,
USA,United States of America,Charlton Solar I,USA0059636,4.4,42.1275,-71.9964,Solar,,,,2015,Charlton Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,5.605,5.981,5.44,1.962081739
USA,United States of America,Charter Dura-Bar,USA0054540,6,42.2891,-88.413,Gas,,,,1992,Wells Manufacturing Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.32,6.086,3.03,,0.362,
USA,United States of America,Chasm,USA0002550,3,44.7533,-74.2169,Hydro,,,,1917.333333,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27794,2017,9.19,8.019,13.017,18.979,21.079,
USA,United States of America,Chasm Hydro Partnership,USA0050315,1.6,44.9318,-74.1125,Hydro,,,,1982.75,Ampersand Chasm Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7,5.186,4.854,3.85,0.229,
USA,United States of America,Chateaugay High Falls Hydro,USA0050093,1.7,44.9099,-74.0858,Hydro,,,,1989,Triton Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12363,2017,7.272,5.906,6.109,5.166,7.539,
USA,United States of America,Chatham,USA0058254,7.3,42.9344,-85.3475,Gas,,,,2014.972603,City of Lowell - (MI),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.02352,0.04998,0.028,0.129,0.093,
USA,United States of America,Chatham Landfill,USA0059077,1.5,41.6861,-70.0061,Solar,,,,2014,CF CVEC Owner One LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67794,2017,,0.396,2.427,2.498,2.23,
USA,United States of America,Chattahoochee Energy Facility,USA0007917,539.7,33.4072,-85.0386,Gas,,,,2003,Oglethorpe Power Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47143,2017,0,0,2825.731,3060.624,3387.294,
USA,United States of America,Chattanooga Metropolitan Airport Solar,USA0058515,2.1,35.0246,-85.2086,Solar,,,,2012.52381,Chattanooga Metropolitan Airport,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66550,2017,1.997,2.735,2.744,2.983,2.461,
USA,United States of America,Chatuge,USA0002778,13.2,35.0191,-83.7914,Hydro,,,,1955,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34335,2017,44.909,24.839,27.77,27.983,17.415,
USA,United States of America,Chauncey Farm LLC,USA0059100,4.9,34.3375,-78.5219,Solar,,,,2014,Chauncey Farm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68119,2017,,4.403,8.982,9.035,9.192,
USA,United States of America,Chautauqua LFGTE Facility,USA0057186,9.6,42.1989,-79.3186,Waste,,,,2010.333333,Innovative Energy Systems Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,48.417,42.422,42.36,43.899,42.638,
USA,United States of America,Chaves Solar  LLC,USA0060405,70,33.45,-104.456,Solar,,,,2016,Chaves Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,24.188,174.066,31.21493676
USA,United States of America,Cheatham,USA0006418,36,36.3208,-87.2219,Hydro,,,,1958,USCE-Nashville District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35543,2017,180.094,195.109,184.133,154.877,193.782,
